Ouroboros,$0.003800
Celer Network,$0.004444
BOSAGORA,$0.061652
Dent,$0.000207
CasinoCoin,$0.000414
VIDT Datalink,$0.349454
CRYPTOBUCKS,$0.004373
CONTRACOIN,$0.834324
Invictus Hyperion Fund,$0.142359
Grin,$0.319721
Nebulas,$0.326515
Gas,$1.65
BitKan,$0.002629
Ignis,$0.020730
Quantstamp,$0.027035
Zap,$0.072636
KARMA,$0.000825
apM Coin,$0.140090
DMM: Governance,$0.355035
Obyte,$21.58
FirmaChain,$0.088073
Cocos-BCX,$0.000412
Ecoreal Estate,$0.076655
SynchroBitcoin,$0.218483
AirSwap,$0.110011
12Ships,$0.003241
Function X,$0.071619
GreenPower,$0.004942
StormX,$0.002125
Tachyon Protocol,$0.059639
Davinci Coin,$0.003510
Lambda,$0.019364
YF Link,$317.45
Contentos,$0.007131
SUKU,$0.211937
Cream Finance,$101.18
Elitium,$0.914230
Unobtanium,$74.25
Mainframe,$0.001586
B2BX,$0.750827
AdEx Network,$0.147942
Hakka.Finance,$0.164309
Metaverse ETP,$0.183071
Prometeus,$2.11
Dynamic Trading Rights,$0.009461
LTO Network,$0.059510
MovieBloc,$0.001705
Agoras Tokens,$0.477870
DIA,$1.34
Cred,$0.016778
Project Pai,$0.009682
Alchemy Pay,$0.015461
Standard Tokenization Protocol,$0.017077
Keep Network,$1.01
pNetwork,$0.572250
Gemini Dollar,$0.982736
Karatgold Coin,$0.002935
Chromia,$0.031322
Envion,$0.090686
AMO Coin,$0.000757
QASH,$0.039622
DREP,$0.003458
Populous,$0.250039
IG Gold,$0.000233
Bit-Z Token,$0.106217
FirstBlood,$0.144868
Constellation,$0.010469
Sport and Leisure,$0.019526
dForce,$0.157767
Vertcoin,$0.230491
LiquidApps,$0.018527
Monolith,$0.386727
PARSIQ,$0.145921
LATOKEN,$0.032237
Phala.Network,$0.091962
Groestlcoin,$0.165409
Kin,$0.000010
Nexus,$0.190587
CoinMetro Token,$0.043980
Apollo Currency,$0.000836
ZBG Token,$0.046259
BHPCoin,$0.604379
Precium,$0.018053
ZEON,$0.000414
Wixlar,$0.004815
VIDY,$0.001268
Factom,$1.26
Jewel,$0.225074
Dock,$0.019061
Newton,$0.000567
QuarkChain,$0.005415
FNB Protocol,$0.004903
Dusk Network,$0.042248
MiL.k,$0.146804
Aidos Kuneen,$0.473569
MediBloc,$0.004318
BTSE,$2.62
FIO Protocol,$0.124072
APIX,$0.097823
Emirex Token,$0.448574
Cashaa,$0.018662
TrustVerse,$0.027095
USDJ,$1.00
CBDAO,$10.05
The Force Protocol,$0.034466
0Chain,$0.220907
Pirate Chain,$0.063152
King DAG,$0.215827
Effect.AI,$0.041850
Nxt,$0.010343
NKN,$0.018008
Zenon,$2.31
Metadium,$0.008354
PLANET,$0.045571
VideoCoin,$0.071333
NEXT,$0.256933
Dimension Chain,$0.041346
BIKI,$0.032432
REPO,$0.092886
1SG,$2.22
Anchor,$0.792918
LinkEye,$0.012498
Realio Network,$0.961918
Einsteinium,$0.045636
Perlin,$0.020865
BASIC,$0.006441
Swerve,$1.39
MineBee,$0.000200
Qubitica,$8.09
PlatonCoin,$0.394935
Telcoin,$0.000207
Credits,$0.028985
RChain,$0.019997
TTC,$0.021435
Dawn Protocol,$0.210758
DigixDAO,$63.71
Tael,$0.108518
Skycoin,$0.496013
Observer,$0.004099
Insights Network,$0.047742
AAX Token,$0.360798
Leverj,$0.078983
FIBOS,$0.008726
Robonomics.network,$13.53
Aergo,$0.034743
Raiden Network Token,$0.179340
PowerPool,$1.83
Minter Network,$0.003197
Carry,$0.001600
Meta,$2.60
Measurable Data Token,$0.013482
Arcblock,$0.089880
GoChain,$0.008479
High Performance Blockchain,$0.119958
FarmaTrust,$0.014683
Valor Token,$0.448048
BitForex Token,$0.001968
Dune Network,$0.018887
TenX,$0.059365
IoT Chain,$0.098082
AEN Smart Token,$0.012340
EveryCoin ,$0.000940
Cartesi,$0.043116
Levolution,$0.169948
dKargo,$0.028004
Santiment Network Token,$0.134824
Tixl,$173.33
QuickX Protocol,$0.016891
Quantum Resistant Ledger,$0.117609
PumaPay,$0.001710
Ubiq,$0.198213
Selfkey,$0.002519
Ormeus Ecosystem,$0.003527
MVL,$0.000904
Capricoin+,$0.035658
Achain,$0.008446
suterusu,$0.005908
Safe Haven,$0.002662
Props Token,$0.039528
Sentinel Protocol,$0.019591
LCX,$0.013382
Tokes,$0.039584
Clams,$1.84
NavCoin,$0.113477
VITE,$0.016924
smARTOFGIVING,$0.112914
Bitcoin 2,$0.435254
TokenClub,$0.011054
PCHAIN,$0.009869
CyberMiles,$0.009511
IQeon,$1.40
Krios,$0.014454
HOMIHELP,$6.95
PlayChip,$0.000544
STATERA,$0.086746
ROAD,$0.096481
HYCON,$0.003345
ShipChain,$0.015994
FLETA,$0.007427
MAP Protocol,$0.023876
AppCoins,$0.030900
CWV Chain,$0.002138
Orient Walt,$0.081007
Quark,$0.028316
Rakon,$0.060089
DMarket,$0.131600
GlobalBoost-Y,$0.415972
TOP,$0.001455
FOAM,$0.024715
Eminer,$0.005053
Metronome,$0.670439
HyperDAO,$0.019206
DAOstack,$0.126694
VNX Exchange,$0.251589
LBRY Credits,$0.015835
Wagerr,$0.037334
GHOSTPRISM,$2.60
Phantasma,$0.126873
MIR COIN,$0.008731
Sparkpoint,$0.001058
Spectre.ai Dividend Token,$0.087470
Morpheus Labs,$0.018100
ILCOIN,$0.013154
GHOST,$0.557186
Wings,$0.070710
Morpheus.Network,$0.194703
TE-FOOD,$0.013402
Gifto,$0.009681
ProximaX,$0.001146
Pluton,$7.81
MixMarvel,$0.003546
Time New Bank,$0.001911
Harvest Finance,$79.69
Mysterium,$0.306554
Circuits of Value,$0.007950
Blocknet,$0.958822
Spendcoin,$0.003066
Neblio,$0.418855
Burst,$0.003250
Aleph.im,$0.173021
Ferrum Network,$0.048376
Bread,$0.073135
#MetaHash,$0.003096
HorusPay,$0.000262
Bezant,$0.007362
dForce USDx,$1.00
Lamden,$0.043878
Propy,$0.088464
CoinEx Token,$0.008802
OTOCASH,$0.288719
Atomic Wallet Coin,$0.565400
XMax,$0.000405
MOAC,$0.097895
BnkToTheFuture,$0.008302
ROOBEE,$0.003019
OneRoot Network,$0.021224
DEAPcoin,$0.006771
INT,$0.013315
Folgory Coin,$0.348093
Telos,$0.021956
Aragon Court,$0.045878
Aeon,$0.372012
Moss Coin,$0.015998
HUNT,$0.053492
Bibox Token,$0.064119
Polybius,$1.47
Digix Gold Token,$61.46
Peercoin,$0.217441
Everex,$0.261670
Compound Coin,$1.47e-7
nOS,$0.055742
Steem Dollars,$0.964545
LockTrip,$0.381417
Dero,$0.572088
Universa,$0.001693
Endor Protocol,$0.003939
Safe,$0.268961
GameCredits,$0.056520
Rarible,$5.61
OAX,$0.075483
Vid,$0.176514
PAC Global,$0.000728
XYO,$0.000425
Veritaseum,$2.56
inSure,$0.001410
WeShow Token,$0.011697
OST,$0.007040
United Traders Token,$0.140508
Po.et,$0.001678
Genesis Vision,$1.17
BackPacker Coin,$1.02
BLOCKv,$0.001729
district0x,$0.008784
Namecoin,$0.360874
EDC Blockchain [old],$0.002098
Electra,$0.000179
Polis,$0.520041
Antiample,$0.010925
CryptoFranc,$1.08
SIRIN LABS Token,$0.010063
Insight Protocol,$0.308087
Metrix Coin,$0.000287
Block-Chain.com,$0.024123
SmartCash,$0.003543
Moeda Loyalty Points,$0.253238
NIX,$0.104462
Eureka Coin,$0.069380
Mithril,$0.005407
Lightning Bitcoin,$1.23
Ruff,$0.004967
Shift,$0.359617
Aladdin,$0.000105
StakeCubeCoin,$0.618134
All Sports,$0.003213
FLO,$0.031768
ODEM,$0.020920
DigitalNote,$0.000973
Particl,$0.509702
Sense,$0.005862
Grid+,$0.118702
SwftCoin,$0.001168
Nucleus Vision,$0.000639
Waves Enterprise,$0.120393
Peculium,$0.002278
Origo,$0.010685
Genaro Network,$0.017764
Safex Token,$0.002774
YOU COIN,$0.008159
LikeCoin,$0.010505
Sentinel,$0.002258
USDQ,$0.824815
WePower,$0.006862
POA,$0.016162
DATA,$0.000385
Blox,$0.006426
Game.com,$0.005910
DDKoin,$2.62
Idena,$0.144458
SmartMesh,$0.003308
Content Value Network,$0.004750
TronEuropeRewardCoin,$0.021411
MarketPeak,$0.144933
JD Coin,$0.115830
DigitalBits,$0.011636
Global Digital Content,$0.001288
Neumark,$0.114444
Tokenomy,$0.020482
BitMart Token,$0.024788
Dentacoin,$0.000006
LINA,$0.013627
SpankChain,$0.015978
bitCNY,$0.147886
PressOne,$0.014403
PANTHEON X,$0.034447
Zano,$0.401276
Raven Protocol,$0.000968
VNDC,$0.000040
NOW Token,$0.047972
ChronoCoin,$0.001395
SingularDTV,$0.006852
SALT,$0.050610
Ternio,$0.068263
GeoDB,$0.306909
T.OS,$0.004825
XIO,$0.220473
Dynamic,$0.264520
Viacoin,$0.173812
Cloudbric,$0.007187
Bitcore,$0.222102
Counterparty,$1.52
Monero Classic,$0.092639
Tierion,$0.009333
DEXTools,$0.045053
Nexalt,$0.247423
Flash,$0.004405
SpaceChain,$0.007354
YOYOW,$0.008178
Ondori,$0.000105
Dragon Coins,$0.010935
Gulden,$0.007526
SONM,$0.010908
Phore,$0.171990
BOLT,$0.003939
YFDAI.FINANCE,$674.55
Diamond Platform Token,$2.24
GET Protocol,$0.334504
MicroBitcoin,$0.000020
VIBE,$0.014788
Agrocoin,$0.031100
Swingby,$0.120907
Pillar,$0.014654
MediShares,$0.003114
Acute Angle Cloud,$0.014965
OceanEx Token,$0.001775
Free Tool Box Coin,$0.015404
RING X PLATFORM,$0.067648
Verasity,$0.000948
Egretia,$0.000871
Covesting,$0.204763
AIDUS TOKEN,$0.009624
Hydro Protocol,$0.005199
UnlimitedIP,$0.002719
QLC Chain,$0.015014
VIG,$0.005332
Global Cryptocurrency,$0.002832
REVV,$0.014037
Lition,$0.100585
Seele-N,$0.005105
Ethereum Meta,$0.000071
UniLayer,$0.204370
DAPS Coin,$0.000065
Apex,$0.006871
ZrCoin,$0.693217
NextDAO,$0.002455
Bitrue Coin,$0.036723
Frontier,$0.364751
CommerceBlock,$0.019515
Asch,$0.036342
Kryll,$0.112949
Abyss Token,$0.014998
Nexxo,$0.015684
Kambria,$0.001536
Hi Mutual Society,$0.008286
Lykke,$0.010562
Jibrel Network,$0.019677
SonoCoin,$0.117630
TERA,$0.003944
Caspian,$0.007297
GAPS,$0.329732
U Network,$0.000465
Hyprr (Howdoo),$0.033745
VNT Chain,$0.001186
Merculet,$0.000754
qiibee,$0.004195
XTRABYTES,$0.007447
SymVerse,$0.047191
Atlas Protocol,$0.001218
ALQO,$0.048350
ODUWA,$0.744691
Budbo,$0.037967
Qitmeer,$0.035219
CanYaCoin,$0.031677
Artfinity,$0.024288
VeriBlock,$0.004615
Zel,$0.026249
Bitcoin Rhodium,$2.85
Etheroll,$0.427407
Agrello,$0.034611
SunContract,$0.024250
EDUCare,$0.004088
Rupiah Token,$0.000067
Blockchain Certified Data Token,$0.078079
Nyzo,$0.245014
yieldfarming.insure,$379.24
Airbloc,$0.011199
Mcashchain,$0.002860
Viberate,$0.015096
Global Rental Token,$0.000027
Auctus,$0.082656
Xaya,$0.054227
INLOCK,$0.002189
SIX,$0.008641
Monetha,$0.006793
RSK Smart Bitcoin,"$10,303.16"
GridCoin,$0.006771
Edge,$0.027635
THEKEY,$0.000443
LUKSO,$0.721408
Tripio,$0.000721
Xaurum,$0.037515
Tendies,$0.303555
Hydro,$0.000244
Credo,$0.004851
CACHE Gold,$60.73
Nexty,$0.000017
Bitex Global XBX Coin,$0.013114
NuBits,$0.239816
EOSDT,$0.997059
ECC,$0.000105
BitCapitalVendor,$0.002682
Skrumble Network,$0.002536
BIZZCOIN,$0.780961
EURBASE,$0.901089
PolySwarm,$0.001593
ColossusXT,$0.000210
ScPrime,$0.092915
Change,$0.129449
ContentBox,$0.002551
Constant,$27.16
CUTcoin,$0.022025
Geeq,$0.794545
Amoveo,$37.09
GoCrypto Token,$0.012340
Open Predict Token,$2.51
Connectome,$1.96
Tidex Token,$0.259789
Litecoin Cash,$0.003546
Enecuum,$0.019309
BitNewChain,$0.013844
HitChain,$0.000040
Sapphire,$0.007447
Uptrennd,$0.010905
Axis DeFi,$1.16
LINKA,$0.003463
ZVCHAIN,$0.002701
Presearch,$0.013803
Spectrecoin,$0.091259
Mobius,$0.568879
Cryptopay,$0.033949
Hashshare,$0.032592
Trias,$0.001025
FinNexus,$0.177721
Rewardiqa,$0.184330
HTMLCOIN,$0.000044
Parachute,$0.003987
Sharder,$0.007810
Rotharium,$0.677451
Cardstack,$0.000982
Fatcoin,$0.018705
QunQun,$0.003113
BUX Platform Token,$0.039435
Mooncoin,$0.000008
DAOBet,$0.013530
ALLY,$0.000981
Global Social Chain,$0.003983
eBitcoin,$0.117115
Ink Protocol,$0.005598
Defis Network,$6.06
Internxt,$3.42
YEE,$0.001628
Ambrosus,$0.018425
Omni,$3.90
Ravencoin Classic,$0.000301
Tokoin,$0.012158
CEEK VR,$0.003518
NAGA,$0.029415
Loopring [NEO],$0.017189
EOS Force,$0.002241
NoLimitCoin,$0.003513
Esportbits,$0.099109
Red Pulse Phoenix,$0.002603
DOC.COM,$0.002829
Minereum,$0.213852
Offshift,$1.22
Vexanium,$0.003046
NPCoin,$0.029471
DistX,$0.065406
Xfinance,$89.04
LNX Protocol,$0.007782
Remme,$0.002106
UGAS,$0.012904
Cube,$0.000310
Blue Whale EXchange,$0.048466
Dinastycoin,$0.001047
MintCoin,$0.000084
EXMO Coin,$0.002918
PIBBLE,$0.000127
ZIMBOCASH,$0.001813
Feathercoin,$0.007011
Winding Tree,$0.095491
Bitgear,$0.037301
Earneo,$0.012271
BarterTrade,$0.031150
Cajutel,$1.44
Radium,$0.491092
IONChain,$0.016688
Myriad,$0.001163
Lightstreams,$0.043078
Aryacoin,$0.012438
Upfiring,$0.082911
Blockmason Credit Protocol,$0.017200
Bitcoin Atom,$0.107922
Colu Local Network,$0.015935
hybrix,$1.03
VINchain,$0.003307
Odyssey,$0.000297
BlackCoin,$0.032513
Emercoin,$0.042226
Blackmoon,$0.031771
Jarvis Network,$0.064299
PegNet,$0.000995
HoryouToken,$0.001509
Gleec,$0.132894
BitTube,$0.006707
Plair,$0.000075
Credit Tag Chain,$0.050921
Wowbit,$0.009544
Color Platform,$0.013840
Digital Asset Guarantee Token,$0.055949
OKCash,$0.023533
Trade Token X,$0.022066
42-coin,"$44,159.73"
DeepBrain Chain,$0.000576
BitGreen,$0.157880
BetProtocol,$0.001008
Incent,$0.039645
Titan Coin,$0.001993
CryptoPing,$0.201056
Litex,$0.001605
DECOIN,$0.031792
General Attention Currency,$0.178806
DSLA Protocol,$0.000331
1World,$0.072263
HashBX ,$0.002820
TRONCLASSIC,$0.000003
Stealth,$0.048033
AstroTools,$0.589688
Casino Betting Coin,$0.011347
Cryptocean,$0.215086
HodlTree,$0.369066
TrueFlip,$0.281031
PotCoin,$0.007587
BOScoin,$0.002004
Pundi X NEM,$0.000093
carVertical,$0.000226
Naka Bodhi Token,$0.024607
BaaSid,$0.000343
Midas,$1.28
Diamond,$0.486435
Hiveterminal Token,$0.003401
Swarm,$0.022076
Swace,$0.003285
DEX,$0.008810
BlockStamp,$0.063033
Ixinium,$0.121156
ZClassic,$0.187833
MenaPay,$0.012373
OneLedger,$0.004015
Unikoin Gold,$0.010576
Manna,$0.002517
Humanscape,$0.003512
Ivy,$0.002563
ZeuxCoin,$0.008710
Crown,$0.064833
Lynx,$0.000021
Bloom,$0.029059
NaPoleonX,$0.067895
Fesschain,$0.018821
pEOS,$0.001956
CanonChain,$0.002818
Maincoin,$0.004368
0xcert,$0.004665
Eterbase Utility Token,$2.05
Databroker,$0.020871
Bismuth,$0.368291
Rapidz,$0.000974
TEMCO,$0.000491
Robotina,$0.005124
Pylon Finance,$201.16
DeepOnion,$0.096372
Aventus,$0.251972
Epic Cash,$0.163780
Kuai Token,$0.147801
X-CASH,$0.000026
Pamp Network,$0.627057
DAEX,$0.004319
Lympo,$0.001846
Peerplays,$0.337912
MultiVAC,$0.000425
I/O Coin,$0.082358
Noku,$0.050942
GMB,$0.002174
Curecoin,$0.060771
VeriDocGlobal,$0.000173
BABB,$0.000057
Matrix AI Network,$0.005555
AMLT,$0.005957
NeoWorld Cash,$0.000062
Add.xyz,$0.069332
Hubii Network,$0.097407
HalalChain,$0.003527
Boosted Finance,$24.40
Iconic Token,$0.176703
Refereum,$0.000285
CargoX,$0.008949
Teloscoin,$0.008552
Coineal Token,$0.005210
CoTrader,$0.000081
SoMee.Social,$0.015233
HempCoin,$0.005402
SafeCoin,$0.050343
Paparazzi,$0.030873
BidiPass,$0.004759
Content Neutrality Network,$0.000035
Cryptaur,$0.000105
Castweet,$0.775687
AXPR,$0.004836
Terracoin,$0.058772
ZelaaPayAE,$0.005114
Fast Access Blockchain,$0.046847
Rubycoin,$0.048033
ProChain,$0.026339
Themis,$0.002190
Wownero,$0.036895
Spiking,$0.003074
DreamTeam Token,$0.036122
Pascal,$0.038673
e-Gulden,$0.074589
Vetri,$0.003900
Primecoin,$0.037965
indaHash,$0.003146
Sphere,$0.100680
Scry.info,$0.002747
NFX Coin,$0.010068
Pivot Token,$0.000238
Xiotri,$272.77
WeOwn,$0.012117
Zenswap Network Token,$0.000002
SolarCoin,$0.019717
ChatCoin,$0.001735
CoinDeal Token,$0.025102
VeriCoin,$0.036385
Bean Cash,$0.000315
Pantos,$0.036965
DACSEE,$0.001573
Growth DeFi,$11.36
SalmonSwap,$1.68
EUNO,$0.030730
Banano,$0.001063
Unification,$0.034005
Isiklar Coin,$0.496749
Restart Energy MWAT,$0.002337
BOOM,$0.001483
iEthereum,$0.052440
Brickblock,$0.013579
PhoenixDAO,$0.026607
Chrono.tech,$1.61
Asian Fintech,$0.004405
Primas,$0.021621
SnowGem,$0.039090
Adshares,$0.032563
TrueFeedBack,$0.000415
Vipstar Coin,$0.000023
Netbox Coin,$0.014585
Vodi X,$0.002002
Nuggets,$0.000642
2key.network,$0.038279
Fountain,$0.012475
AI Doctor,$0.001906
Footballcoin,$0.002930
SyncFab,$0.004293
Era Swap,$0.056001
Meter Governance,$0.473406
MobileGo,$0.010961
ZumCoin,$0.001098
UNIVERSAL CASH,$0.000095
Sapien,$0.004895
Sumokoin,$0.042073
EchoLink,$0.002134
TokenPay,$0.049726
BOX Token,$0.010653
Tolar,$0.004588
Ycash,$0.105422
Falcon Project,$0.000269
Xriba,$0.010644
FREE Coin,$1.21e-7
Infinity Esaham,$1.66
KickToken,$0.000019
SYB Coin,$0.104881
Pandacoin,$0.000032
Banca,$0.000058
Amon,$0.001530
Callisto Network,$0.000306
TwoKeyEconomy,$0.039845
LOLTOKEN,$0.002291
FansTime,$0.000168
SINOVATE,$0.001547
EncrypGen,$0.013239
TurtleCoin,$0.000012
Open Platform,$0.000950
Smartlands Network,$0.195691
AGA Token,$0.795699
Education Ecosystem,$0.004452
ATLANT,$0.018386
Waves Community Token,$0.099637
Nasdacoin,$0.043506
IntelliShare,$0.003563
Snetwork,$0.004600
Rapids,$0.000101
eosDAC,$0.001483
Perth Mint Gold Token,"$1,897.73"
QChi,$0.029979
MonetaryUnit,$0.004824
PUBLISH,$0.003888
Snovian.Space,$0.002664
SignatureChain ,$0.001257
ADAMANT Messenger,$0.011388
Honest,$0.010179
